process_key,process_guid,process_id,image,process_name,command_line,user,parent_image,parent_name,phase,label,scenario_ids,first_seen,last_seen,event_count,unique_event_ids,event_id_1_process_create,event_id_3_network,event_id_5_process_terminate,event_id_7_image_load,event_id_11_file_create,event_id_12_registry_create,event_id_13_registry_set,event_id_14_registry_rename,event_id_22_dns,has_network_connection,network_connection_count,dns_query_count,file_creation_count,registry_event_count,destination_ip_count,external_destination_count,runs_from_temp,runs_from_user_profile,has_powershell,has_encoded_command,has_registry_run,has_scheduled_task,has_service_creation,has_startup_folder,is_lolbin,rare_parent_child,commandline_length_max,suspicious_keyword_count
guid:{55857b6a-c0f8-6a44-7200-000000000c00},{55857b6a-c0f8-6a44-7200-000000000c00},4596,C:\WINDOWS\Explorer.EXE,explorer.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:36:19.545+02:00,2026-07-01 09:41:05.800+02:00,16,1,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
guid:{55857b6a-c0f9-6a44-7d00-000000000c00},{55857b6a-c0f9-6a44-7d00-000000000c00},5856,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\WidgetBoard.exe,widgetboard.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:32:48.423+02:00,2026-07-01 09:32:48.434+02:00,6,1,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
guid:{55857b6a-c0f9-6a44-8200-000000000c00},{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,widgetservice.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:32:48.374+02:00,2026-07-01 09:32:48.477+02:00,34,1,0,0,0,0,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
guid:{55857b6a-c0fb-6a44-8600-000000000c00},{55857b6a-c0fb-6a44-8600-000000000c00},6644,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\149.0.4022.98\msedgewebview2.exe,msedgewebview2.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:36:07.498+02:00,2026-07-01 09:39:11.532+02:00,16,1,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
guid:{55857b6a-c0fb-6a44-8a00-000000000c00},{55857b6a-c0fb-6a44-8a00-000000000c00},7320,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\149.0.4022.98\msedgewebview2.exe,msedgewebview2.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:31:07.751+02:00,2026-07-01 09:40:13.447+02:00,91,2,0,82,0,0,9,0,0,0,0,1,82,0,9,0,14,13,0,0,0,0,0,0,0,0,0,0,0,1
guid:{55857b6a-c0fe-6a44-9f00-000000000c00},{55857b6a-c0fe-6a44-9f00-000000000c00},5024,C:\Windows\System32\svchost.exe,svchost.exe,,NT AUTHORITY\SYSTEM,,,fase4_suspicious_simulated,background,,2026-07-01 09:32:08.085+02:00,2026-07-01 09:32:08.085+02:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guid:{55857b6a-c101-6a44-a500-000000000c00},{55857b6a-c101-6a44-a500-000000000c00},8656,C:\Windows\System32\smartscreen.exe,smartscreen.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:43:37.879+02:00,2026-07-01 09:43:37.879+02:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guid:{55857b6a-c111-6a44-d900-000000000c00},{55857b6a-c111-6a44-d900-000000000c00},14124,C:\Windows\System32\svchost.exe,svchost.exe,,NT AUTHORITY\SYSTEM,,,fase4_suspicious_simulated,background,,2026-07-01 09:35:52.116+02:00,2026-07-01 09:40:50.343+02:00,8,2,0,4,0,0,0,0,0,0,4,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
guid:{55857b6a-c123-6a44-e300-000000000c00},{55857b6a-c123-6a44-e300-000000000c00},15312,C:\Windows\System32\svchost.exe,svchost.exe,,NT AUTHORITY\SERVICIO LOCAL,,,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:29.391+02:00,2026-07-01 09:33:31.675+02:00,2,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
guid:{55857b6a-c135-6a44-e600-000000000c00},{55857b6a-c135-6a44-e600-000000000c00},15716,C:\Windows\System32\taskhostw.exe,taskhostw.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,background,,2026-07-01 09:40:45.405+02:00,2026-07-01 09:40:45.405+02:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guid:{55857b6a-c170-6a44-0101-000000000c00},{55857b6a-c170-6a44-0101-000000000c00},15224,C:\WINDOWS\System32\svchost.exe,svchost.exe,,NT AUTHORITY\Servicio de red,,,fase4_suspicious_simulated,background,,2026-07-01 09:35:58.870+02:00,2026-07-01 09:36:01.244+02:00,8,3,0,4,0,0,2,0,0,0,2,1,4,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
guid:{55857b6a-c19b-6a44-2101-000000000c00},{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,,labwin\jjstestal,,,fase4_suspicious_simulated,suspicious_simulated,S1;S2;S3;S4;S5;S6;S7,2026-07-01 09:31:16.565+02:00,2026-07-01 09:44:25.214+02:00,36,3,0,1,0,0,31,0,0,0,4,1,1,4,31,0,1,1,1,0,1,1,0,0,0,1,1,0,0,7
guid:{55857b6a-c237-6a44-3401-000000000c00},{55857b6a-c237-6a44-3401-000000000c00},11708,C:\Windows\System32\wevtutil.exe,wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-Sysmon/Operational",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,background,,2026-07-01 09:31:03.136+02:00,2026-07-01 09:31:03.146+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,1
guid:{55857b6a-c237-6a44-3501-000000000c00},{55857b6a-c237-6a44-3501-000000000c00},11772,C:\Windows\System32\wevtutil.exe,wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-PowerShell/Operational",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,background,,2026-07-01 09:31:03.776+02:00,2026-07-01 09:31:03.783+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,1
guid:{55857b6a-c292-6a44-3601-000000000c00},{55857b6a-c292-6a44-3601-000000000c00},14700,C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe,svchost-test.exe,"""C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe"" ",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S1,2026-07-01 09:32:34.142+02:00,2026-07-01 09:32:34.161+02:00,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,64,5
guid:{55857b6a-c294-6a44-3701-000000000c00},{55857b6a-c294-6a44-3701-000000000c00},4544,C:\Windows\System32\wbem\WmiPrvSE.exe,wmiprvse.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,NT AUTHORITY\Servicio de red,-,-,fase4_suspicious_simulated,background,S1;S2,2026-07-01 09:32:36.997+02:00,2026-07-01 09:34:55.969+02:00,3,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
guid:{55857b6a-c2c5-6a44-3801-000000000c00},{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,taskhostw.exe,taskhostw.exe,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.320+02:00,2026-07-01 09:33:35.256+02:00,25,5,1,20,1,0,1,0,0,0,2,1,20,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,1
guid:{55857b6a-c2c5-6a44-3901-000000000c00},{55857b6a-c2c5-6a44-3901-000000000c00},5372,C:\Windows\System32\wermgr.exe,wermgr.exe,"""C:\WINDOWS\system32\wermgr.exe"" -upload",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.319+02:00,2026-07-01 09:33:25.368+02:00,4,3,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,40,1
guid:{55857b6a-c2c5-6a44-3a01-000000000c00},{55857b6a-c2c5-6a44-3a01-000000000c00},4532,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --MOZ_LOG sync,prependheader,timestamp,append,maxsize:1,Dump:5 --MOZ_LOG_FILE C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate.moz_log --backgroundtask backgroundupdate",labwin\jjstestal,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.321+02:00,2026-07-01 09:33:36.782+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268,0
guid:{55857b6a-c2c5-6a44-3b01-000000000c00},{55857b6a-c2c5-6a44-3b01-000000000c00},7612,C:\Windows\System32\UIEOrchestratorStub.exe,uieorchestratorstub.exe,"""C:\WINDOWS\system32\UIEOrchestratorStub.exe"" /SendHeartbeat",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.323+02:00,2026-07-01 09:33:25.964+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0
guid:{55857b6a-c2c5-6a44-3c01-000000000c00},{55857b6a-c2c5-6a44-3c01-000000000c00},5840,C:\Windows\System32\DeviceCensus.exe,devicecensus.exe,"""C:\WINDOWS\system32\devicecensus.exe"" SystemCxt",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.325+02:00,2026-07-01 09:33:27.243+02:00,4,3,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
guid:{55857b6a-c2c5-6a44-3d01-000000000c00},{55857b6a-c2c5-6a44-3d01-000000000c00},6096,C:\Windows\System32\wsqmcons.exe,wsqmcons.exe,"""C:\WINDOWS\System32\wsqmcons.exe""",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.327+02:00,2026-07-01 09:33:25.334+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
guid:{55857b6a-c2c5-6a44-3e01-000000000c00},{55857b6a-c2c5-6a44-3e01-000000000c00},6052,C:\Windows\System32\Microsoft.Data.UsageAndQualityInsights.MaintenanceTask.exe,microsoft.data.usageandqualityinsights.maintenancetask.exe,"""C:\WINDOWS\System32\Microsoft.Data.UsageAndQualityInsights.MaintenanceTask.exe""",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.328+02:00,2026-07-01 09:33:25.340+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0
guid:{55857b6a-c2c5-6a44-3f01-000000000c00},{55857b6a-c2c5-6a44-3f01-000000000c00},6056,C:\Windows\System32\sc.exe,sc.exe,"""C:\WINDOWS\system32\sc.exe"" start pushtoinstall registration",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.333+02:00,2026-07-01 09:33:25.382+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,61,1
guid:{55857b6a-c2c5-6a44-4001-000000000c00},{55857b6a-c2c5-6a44-4001-000000000c00},6008,C:\Windows\System32\rundll32.exe,rundll32.exe,"""C:\WINDOWS\system32\rundll32.exe"" C:\WINDOWS\system32\PcaSvc.dll,PcaPatchSdbTask",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.333+02:00,2026-07-01 09:33:25.377+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81,0
guid:{55857b6a-c2c5-6a44-4101-000000000c00},{55857b6a-c2c5-6a44-4101-000000000c00},8912,C:\Windows\System32\conhost.exe,conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,NT AUTHORITY\SYSTEM,C:\Windows\System32\sc.exe,sc.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.341+02:00,2026-07-01 09:33:25.383+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1
guid:{55857b6a-c2c5-6a44-4201-000000000c00},{55857b6a-c2c5-6a44-4201-000000000c00},8916,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --MOZ_LOG sync,prependheader,timestamp,append,maxsize:1,Dump:5 --MOZ_LOG_FILE C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate.moz_log --backgroundtask backgroundupdate",labwin\jjstestal,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,fase4_suspicious_simulated,background,S2;S3,2026-07-01 09:33:25.342+02:00,2026-07-01 09:33:37.833+02:00,90,5,1,7,1,0,70,0,0,0,11,1,7,11,70,0,4,3,1,0,0,0,0,0,0,1,0,0,268,3
guid:{55857b6a-c2c5-6a44-4301-000000000c00},{55857b6a-c2c5-6a44-4301-000000000c00},6852,C:\Windows\UUS\amd64\UIEOrchestrator.exe,uieorchestrator.exe,/SendHeartbeat,NT AUTHORITY\SYSTEM,C:\Windows\System32\UIEOrchestratorStub.exe,uieorchestratorstub.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.347+02:00,2026-07-01 09:33:25.962+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
guid:{55857b6a-c2c5-6a44-4401-000000000c00},{55857b6a-c2c5-6a44-4401-000000000c00},8004,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s PushToInstall,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.367+02:00,2026-07-01 09:33:30.694+02:00,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
guid:{55857b6a-c2c5-6a44-4501-000000000c00},{55857b6a-c2c5-6a44-4501-000000000c00},6404,C:\Program Files\Mozilla Firefox\crashhelper.exe,crashhelper.exe,"""C:\Program Files\Mozilla Firefox\crashhelper.exe"" ""8916"" ""\\.\pipe\gecko-crash-server-pipe.8916"" ""C:\Users\JJSTES~1\AppData\Local\Temp\\"" ""784"" ""796"" ""812""",labwin\jjstestal,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.403+02:00,2026-07-01 09:33:36.781+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,156,2
guid:{55857b6a-c2c5-6a44-4601-000000000c00},{55857b6a-c2c5-6a44-4601-000000000c00},13548,C:\Windows\System32\taskhostw.exe,taskhostw.exe,taskhostw.exe,labwin\jjstestal,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.428+02:00,2026-07-01 09:33:25.939+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
guid:{55857b6a-c2c5-6a44-4701-000000000c00},{55857b6a-c2c5-6a44-4701-000000000c00},13616,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SoftLandingTask\SoftLandingTask.exe,softlandingtask.exe,"""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SoftLandingTask\SoftLandingTask.exe"" -Embedding",labwin\jjstestal,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.445+02:00,2026-07-01 09:34:25.572+02:00,4,4,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,112,0
guid:{55857b6a-c2c5-6a44-4801-000000000c00},{55857b6a-c2c5-6a44-4801-000000000c00},13448,C:\Windows\System32\backgroundTaskHost.exe,backgroundtaskhost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",labwin\jjstestal,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.602+02:00,2026-07-01 09:33:25.681+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
guid:{55857b6a-c2c5-6a44-4901-000000000c00},{55857b6a-c2c5-6a44-4901-000000000c00},13452,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,labwin\jjstestal,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.645+02:00,2026-07-01 09:34:10.704+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
guid:{55857b6a-c2c5-6a44-4a01-000000000c00},{55857b6a-c2c5-6a44-4a01-000000000c00},13256,C:\Windows\UUS\amd64\MoUsoCoreWorker.exe,mousocoreworker.exe,"""C:\WINDOWS\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,svchost.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.763+02:00,2026-07-01 09:35:27.232+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
guid:{55857b6a-c2c5-6a44-4b01-000000000c00},{55857b6a-c2c5-6a44-4b01-000000000c00},13360,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BITS,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.845+02:00,2026-07-01 09:35:30.071+02:00,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
guid:{55857b6a-c2c5-6a44-4c01-000000000c00},{55857b6a-c2c5-6a44-4c01-000000000c00},12868,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.870+02:00,2026-07-01 09:34:26.061+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
