phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,AADDomainJoin,ADDomainJoin,AccountName,AdaptiveTargetState,Address,AddressLength,AllFinalPcrValuesPcrBitmap,AllPcrDatasPcrBitmap,AttemptedRecoveryEnforcementSucceeded,BitlockerUserInputTime,BootId,BootMenuPolicy,BootMode,BootStatusPolicy,BootStlEnforced,BootType,BucketConfidenceLevel,BucketId,BuildVersion,ClearReason,ClientPID,CmosTime,CommandLineLength,Config,CorruptionActionState,CountNew,CountOld,CountPcrsInAllFinalPcrValuesPcrBitmap,CountPcrsInAllPcrDatasPcrBitmap,CurrentBias,CurrentStratumNumber,CurrentTimeZoneID,DCName,Data,Data_0,DateTime,Default SD String:,DeviceAttributes,DeviceInstance,DeviceInstanceLength,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DomainController,DriveName,DueTime,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,EnabledNew,EntryCount,ErrorCode,ExecutablePath,ExitReason,ExtraString,ExtraStringLength,FailureReason,FileStartTime,FinalPcrValues,FinalPcrValuesSize,FinalStatus,FirstRefresh,GracePeriod,Group,HRESULT,HResult,HalRtcErrorCode,HardwareChecks,HiveName,HiveNameLength,Host OS Build number,Host OS Major version,Host OS Minor version,Host OS Service pack major number,Host OS Service pack minor number,IdleImplementation,IdleStateCount,ImagePath,Installation choice,InternalBootFlags,InternalCode,IsAutoEnabled,IsLicensed,IsSecureBootOn,IsSoftBoot,IsTestConfig,IsUnattended,Json,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,Level,LoadOptions,LoaderTime,LocalStatus,MajorVersion,MaximumPerformancePercent,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,MonitorReason,NewLatchTimerNeeded,NewLatchTimerWaitingSystemUpdateCompletion,NewSchemeGuid,NewSize,NewTime,NewTimerNeeded,NewTimerWaitingUpdateCompletion,NextSessionId,NextSessionType,NominalFrequency,Number,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,OldSchemeGuid,OldTime,OriginalSize,Path,PerformanceImplementation,Phase,PolicyFileExists,PowerStateAc,PreviousEnergyCapacityAtEnd,PreviousEnergyCapacityAtStart,PreviousFullEnergyCapacityAtEnd,PreviousFullEnergyCapacityAtStart,PreviousLatchTimerExistsButDisabled,PreviousSessionDurationInUs,PreviousSessionId,PreviousSessionType,PreviousTimerExists,PreviousTimerExistsButDisabled,PreviousTimerStartTime,ProcessID,ProcessImageFileNameWin32,ProcessName,ProcessNameLength,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,QfeVersion,RealTimeIsUniversal,Reason,RelaxMinimumPasswordLengthLimits,ReserveStatus,RmId,SealedPcrDigestsDatums,SealedPcrDigestsDatumsSize,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownDuration,ShutdownEventCode,ShutdownReason,StartTime,StartType,State,Status,StopTime,Success,SupportInfo1,SupportInfo2,SupportedFeatures,SystemInCmosMode,SystemTime,TSId,TcgLogHashAlgorithm,TcgLogHashAlgorithmSize,TimeDeltaInMs,TimeSource,TimeSourceRefId,TimeZoneBias,TimeZoneInfoCacheUpdated,TmId,Turn,UpdateReason,UpdateType,Url,UserData_raw,UserSid,Version,VetoingDevices,VetoingDevicesLength,Volume,VsmPolicy,WritePhase,driverFile,errorCode,lineNumber,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,updateGuid,updateRevisionNumber,updateTitle,win32Error
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,11,27,Microsoft-Windows-Kernel-Boot,System,WIN-3POH0BPQ67M,2026-04-21 07:47:59.547932+00:00,2026-04-21 09:47:59.547+02:00,4,33,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, NOEXECUTE=OPTIN  FVEBOOT=2666496  NOVGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,12,26,Microsoft-Windows-Kernel-Boot,System,WIN-3POH0BPQ67M,2026-04-21 07:47:59.547995+00:00,2026-04-21 09:47:59.547+02:00,4,0,0,0x8000080000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,13,32,Microsoft-Windows-Kernel-Boot,System,WIN-3POH0BPQ67M,2026-04-21 07:47:59.548014+00:00,2026-04-21 09:47:59.548+02:00,4,58,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,14,20,Microsoft-Windows-Kernel-General,System,WIN-3POH0BPQ67M,2026-04-21 07:47:59.552847+00:00,2026-04-21 09:47:59.552+02:00,4,6,0,0x8000000000000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,15,16,Microsoft-Windows-HAL,System,WIN-3POH0BPQ67M,2026-04-21 07:47:59.606375+00:00,2026-04-21 09:47:59.606+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,16,6,Microsoft-Windows-FilterManager,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.037922+00:00,2026-04-21 09:48:00.037+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinSetupMon,11,,1970-10-22 03:56:20+00:00,10,0,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,17,6,Microsoft-Windows-FilterManager,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.038309+00:00,2026-04-21 09:48:00.038+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FileInfo,8,,2093-04-02 03:29:43+00:00,10,0,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,18,6,Microsoft-Windows-FilterManager,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.038719+00:00,2026-04-21 09:48:00.038+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wof,3,,2089-07-15 04:58:05+00:00,10,0,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,19,98,Microsoft-Windows-Ntfs,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.551754+00:00,2026-04-21 09:48:00.551+02:00,4,0,0,0x8000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,\Device\HarddiskVolume3,,,,,,,,C:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,20,6,Microsoft-Windows-FilterManager,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.619280+00:00,2026-04-21 09:48:00.619+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FileCrypt,9,,2075-09-01 00:07:07+00:00,10,0,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,21,6,Microsoft-Windows-FilterManager,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.704287+00:00,2026-04-21 09:48:00.704+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,npsvctrig,9,,1978-05-14 11:13:30+00:00,10,0,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,22,172,Microsoft-Windows-Kernel-Power,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.725380+00:00,2026-04-21 09:48:00.725+02:00,4,203,0,0x8000000000000404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,23,16,Microsoft-Windows-Kernel-General,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.729267+00:00,2026-04-21 09:48:00.729+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SECURITY,36,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,24,16,Microsoft-Windows-Kernel-General,System,WIN-3POH0BPQ67M,2026-04-21 07:48:00.730549+00:00,2026-04-21 09:48:00.730+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\DEFAULT,35,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
