phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,AccountExpires,AdvancedOptions,AlgorithmName,AllowedToDelegateTo,AuthenticationPackageName,CallerProcessId,CallerProcessName,ClientCreationTime,ClientProcessId,ConfigAccessPolicy,CountOfCredentialsReturned,DisableIntegrityChecks,DisplayName,Dummy,ElevatedToken,FailureReason,Flags,FlightSigning,HandleId,HomeDirectory,HomePath,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,Identity,ImpersonationLevel,IpAddress,IpPort,KernelDebug,KeyFilePath,KeyLength,KeyName,KeyType,LmPackageName,LoadOptions,LogonHours,LogonProcessName,LogonType,MandatoryLabel,MemberName,MemberSid,NewProcessId,NewProcessName,NewSd,NewUacValue,ObjectName,ObjectServer,ObjectType,OldSd,OldUacValue,Operation,PackageSid,ParentProcessName,PasswordLastSet,PrimaryGroupId,PrivilegeList,ProcessCreationTime,ProcessName,ProfilePath,ProviderName,PuaCount,PuaPolicyId,ReadOperation,RemoteCredentialGuard,RemoteEventLogging,Resource,RestrictedAdminMode,ReturnCode,SamAccountName,Schema,SchemaFriendlyName,ScriptPath,SidHistory,Status,SubStatus,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetName,TargetOutboundDomainName,TargetOutboundUserName,TargetProcessId,TargetProcessName,TargetServerName,TargetSid,TargetUserName,TargetUserSid,TestSigning,TokenElevationType,TransmittedServices,Type,UserAccountControl,UserData_raw,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VsmLaunchType,Workstation,WorkstationName
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,11,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.544645+00:00,2026-04-21 10:58:21.544+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Management.Workplace.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,12,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.545549+00:00,2026-04-21 10:58:21.545+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Audio.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,13,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.548157+00:00,2026-04-21 10:58:21.548+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.BackgroundMediaPlayback.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,14,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.549141+00:00,2026-04-21 10:58:21.549+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Devices.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,15,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.550148+00:00,2026-04-21 10:58:21.550+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,16,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.551096+00:00,2026-04-21 10:58:21.551+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000090b4,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Editing.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,17,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.830700+00:00,2026-04-21 10:58:21.830+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.FaceAnalysis.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,18,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.832623+00:00,2026-04-21 10:58:21.832+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Import.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,19,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.834648+00:00,2026-04-21 10:58:21.834+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.MediaControl.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,20,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.837240+00:00,2026-04-21 10:58:21.837+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Ocr.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,21,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.838921+00:00,2026-04-21 10:58:21.838+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Playback.BackgroundMediaPlayer.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,22,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.841286+00:00,2026-04-21 10:58:21.841+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Playback.MediaPlayer.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,23,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.845432+00:00,2026-04-21 10:58:21.845+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Protection.PlayReady.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,24,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.847137+00:00,2026-04-21 10:58:21.847+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Speech.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,25,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-04-21 08:58:21.849478+00:00,2026-04-21 10:58:21.849+02:00,0,13568,0,0x8020000000000000,,,,0x0000000000000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000069e0,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\Windows\SysWOW64\Windows.Media.Streaming.dll,Security,File,S:NO_ACCESS_CONTROL,,,,,,,,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
